X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y
0.841233481,-1.054418662,-1.344251212,-2.209143661,-0.044459747,-2.233439343,0.199242003,-2.254627078,1.080756676,-0.857398602,3.251212947,-4.842129678,3
-0.958765152,-0.656624361,-0.250547234,-0.262099433,0.350901999,0.924567095,1.605483179,-1.89347313,-0.640021645,0.357876524,-1.638485327,0.732438692,1
-1.572165799,-1.397852546,-2.381138474,-0.295786863,1.609317694,0.911297273,-0.404474036,0.322667317,-1.494456883,0.521655345,0.912048129,-1.76835692,3
-0.878361214,2.34394769,2.479931815,-1.481513955,2.053008037,-0.557969776,-1.057040367,-0.283827571,0.02473154,-0.281324084,-0.805946916,2.128306121,5
-0.386790502,0.075667122,-4.970688887,-1.202815926,1.259089955,-0.648611946,-0.748537641,2.289147164,1.783742593,2.410934689,2.483434061,1.458964946,0
-3.43407602,0.602153354,-2.653361067,-3.982063766,-1.823476242,-0.378952415,0.980298598,-2.701290047,2.437900702,-0.489065838,-0.120099898,2.68563321,2
0.312745762,-0.915539622,-0.043532451,2.10816914,1.692387378,-0.091410557,2.127677207,1.439030291,-0.034091054,0.663015021,-3.433965193,3.746159362,2
0.7800943,-1.678850441,-5.431891988,-0.404413306,0.036822714,-0.746360128,1.162247708,0.486688997,2.091020557,1.90886431,2.361181277,-0.554758718,5
-0.445168745,1.325415715,-0.077774006,-1.018310494,1.267212224,0.790997268,1.952739043,-2.72831217,-2.471703947,3.406558024,0.477771657,-0.505107939,2
0.473616578,0.857127169,0.670064036,-1.797720922,-0.147298601,0.653915761,1.894678435,-0.097683768,-2.1264507,1.080734058,3.257977319,-4.414434677,3
-1.159917654,1.191224138,4.254331966,2.858964286,-2.270360637,0.666634232,0.4595212,0.93436632,-1.793842536,-1.212812717,-4.573177614,4.153218642,2
2.282648769,-0.279651093,-1.778181366,1.844461234,0.185420137,0.615398396,1.599024785,1.916235329,1.737386205,1.874177646,-0.321055888,2.490022117,1
-1.013183969,0.18298022,-4.116141684,0.945881228,0.844616208,-0.484804177,0.528806491,-0.913613601,0.177704631,2.669702301,1.529746346,0.93634822,1
0.716081241,-1.111502069,2.062031166,1.181276478,-1.218658937,0.690276746,0.785516403,-2.025836022,-0.996592844,-1.683570059,-0.655170838,-2.763202141,2
-3.665763524,0.742564595,-7.192558517,2.580449666,-0.819813355,-0.202327927,-0.575499127,2.163791172,1.911561754,1.434627031,2.705222626,3.632486172,0
-0.746139655,-0.964318603,-1.17367286,0.071218084,0.600162473,0.716977811,-0.398479125,0.720974919,-1.46246959,-0.284497271,1.919229679,-3.212180382,4
-1.371578536,2.855413388,0.552049283,1.739002774,0.681753939,2.154502573,-1.566740795,-2.257964722,-1.701508689,2.037687375,0.648754218,1.232304073,4
1.874302015,1.73178255,3.031079172,2.420870479,-2.061847179,0.4001435,-0.632474682,-3.017284272,1.662166558,0.677985566,-4.018971499,5.2079829,5
2.474916711,-4.851538928,-3.126115635,-0.166284351,-1.356159416,0.316989485,0.174441453,0.268715244,1.613737225,-0.962973789,0.358426776,-3.70766468,2
-0.509079356,1.1144159,0.057255418,1.282614754,-0.414778001,0.496958386,-1.141900437,-1.367274428,-0.796756847,0.502038772,1.179611144,-0.748706094,4
0.109131005,1.149165153,0.662410793,1.669202767,0.361277702,0.031317578,-1.438817712,-1.038546792,-3.098405038,1.091371489,3.398847943,-4.675622938,4
3.95998498,-6.001523596,1.790169353,-5.133177887,0.342037515,0.671089025,-0.43298738,-0.317386882,-1.721212525,-1.377754101,-1.081982662,-8.147354083,2
-3.155583901,-1.135117725,-2.961153207,0.117134228,1.872909124,-1.907862544,1.147725187,0.11754274,-0.668430581,-0.433133817,0.21413565,0.081640426,5
0.912405904,-0.147317175,2.480040188,-0.417716379,1.238433703,-1.449331148,-0.476005259,1.414219925,-1.674711495,0.384085731,-1.858485019,0.276657444,5
-2.344372171,1.739158884,0.045492624,-1.35554343,0.866548041,0.610951892,-0.843900813,-0.940676197,1.913026119,-0.729022935,-1.646608868,4.600631853,0
-0.971144396,-0.965601899,-2.19598476,-1.190085908,1.139233303,-0.978654917,0.213072727,0.209825049,-1.835395148,2.206462383,0.245779866,-0.6682312,3
0.380795448,-2.346835614,-1.072045407,0.917273383,0.969758286,0.071440437,0.075719559,-0.257634278,-0.426959876,-0.368938167,-0.742719141,-1.412829005,2
-0.567942685,-0.480349709,-2.300948685,-2.160657066,-2.540381907,1.787911282,-0.82506754,-2.323691815,0.366878645,-0.435343296,4.251030591,-5.04615545,3
-2.315218778,2.227606996,3.101335155,0.275235178,0.216817302,-0.546071404,-0.215804244,-2.096292044,-0.802816657,-1.764987472,-1.176833164,1.328446365,4
-1.09464386,1.828940894,1.922212154,-0.205093069,0.011327915,0.672659596,-0.594459513,1.150668094,-1.792426659,-0.270989975,1.033578776,-0.73060969,5
-1.597217721,-0.487473347,-1.540323662,1.915183969,-0.224382094,-0.154113035,1.352541931,-3.663238432,-1.614544856,0.430034081,0.958423584,-2.229501594,3
0.321354268,-1.06267875,-3.327104666,-2.202903259,0.031944831,-0.017337022,1.029808878,0.508456217,-1.422456428,3.0735009,2.683155369,-2.947207231,0
-3.713728383,-2.724716572,-9.245222057,1.31326148,-0.830948358,-0.194365717,0.730212027,0.244499448,1.240439704,2.199406506,0.539225181,2.729136821,4
-0.296041083,-1.128790976,-1.695260584,0.895122546,-1.980476067,-0.351893961,0.363752287,-3.156177308,-0.368472265,1.509893278,-1.346335216,0.592100997,0
-2.53391521,2.278668807,1.615871583,-0.367515229,-0.187523357,-0.638786752,-0.120398458,-2.209361602,-2.57417002,0.16411586,1.101699214,-1.199007057,4
-2.095406919,1.978483264,1.609176001,0.541639672,2.069147107,-0.802576889,0.993126172,-2.751389801,-0.929938161,0.685279144,-2.568369031,3.639198715,0
-0.22067737,-1.305292169,-1.16956461,-0.154682199,-0.669681069,0.807027797,0.396892091,-1.202230216,-0.570108764,1.049203236,-1.314308441,0.351837289,2
3.311305705,0.938770313,5.30994287,-0.384700487,0.730664251,0.816282932,-0.717006455,-1.502677908,-3.166514919,0.474320057,1.204415831,-5.466650621,3
-0.332720184,-0.952422962,-2.83169801,-0.519572102,0.958678703,-0.303344084,1.467101825,1.278212948,-2.33533059,2.958476235,1.599734792,-1.826776774,3
-1.164740274,1.279306536,-0.825970873,2.878811437,-0.117473511,-0.229902613,-0.967483413,-0.567367141,3.713739696,-0.207338823,-4.425583299,9.113280557,5
-0.984993734,-0.899362793,-1.085644981,-0.737623369,-1.529569859,1.633646752,0.093688066,-1.163963304,-1.426313672,-0.035202384,1.581598945,-3.254758888,2
-3.788021527,-0.763972096,-1.001109478,1.063629475,1.291405683,-0.060376185,0.364809006,-4.909843197,-2.888033908,0.086653585,-1.194693299,-1.005706948,0
-3.574243709,3.122135551,-0.680036092,2.62433973,2.380266785,0.510169367,0.168612635,-1.83174633,1.65430593,-0.113891963,-1.859920449,6.918796525,4
6.068579224,1.480639679,6.77018245,0.183900724,-1.828914537,1.259737825,0.726767895,1.040097116,-1.267236451,0.978280522,-0.564897275,-2.135202667,2
-1.853959317,1.736248778,-0.493271542,1.418879936,-0.375451276,-0.485229032,2.368152895,-1.534367503,-0.137525367,0.664021589,-0.146531525,2.28406741,4
0.443980401,0.715310694,1.36384909,0.358988269,-0.64456988,0.54630663,-0.219623267,-0.242964653,0.216238598,0.551578618,-2.082671143,2.676138755,5
0.173112523,-1.336340966,-0.903697938,0.430487674,-1.116150281,-0.149805566,2.637912733,-1.104043959,-0.698662086,1.329821557,-1.820087,0.791405551,0
-1.770127075,1.760924064,-0.41318645,0.689400445,0.539570697,0.206210681,-0.123685532,-1.538126,-1.100486288,0.447887903,2.102956308,-1.001953048,1
-0.780740248,0.108935517,-1.98254019,-0.371460899,-2.55034971,-0.790446315,-0.739921066,0.656622197,-1.886148275,3.646914235,-0.752277168,1.944021157,2
-1.288544065,2.262835951,1.135869246,1.226659621,0.514908495,-2.097971431,1.209181414,0.518518743,-1.245347767,-1.189527159,3.442400577,-2.666547183,0
-1.227576892,-0.032427626,-0.726485933,-2.632981876,0.279778112,-0.579110849,-0.157326514,2.011696955,-2.253916195,1.62793502,0.706929191,-0.857838953,3
-1.494414545,2.90322006,1.777978149,5.127284417,0.29960088,0.059432735,-0.089704511,-1.092665357,3.067913903,-0.781746194,-5.909004443,10.98738577,5
-1.793626811,-3.827773884,-9.798851943,-0.216215165,-0.769465421,-1.02924739,0.09447349,0.633795491,0.540328526,3.743199494,1.641171118,0.140630503,1
-1.584838577,-0.760798873,-2.50115787,-1.233370473,0.112889405,0.100523535,0.787305051,-0.752821881,1.563288299,0.622462385,-2.062917463,3.704731649,4
-0.230581701,-0.837070628,0.349862761,-0.520759278,0.113410982,0.598862984,3.089948981,0.518984068,-1.23220068,0.110360325,-0.841656686,-0.527625495,1
2.35067449,-2.564649746,-0.663286187,-0.018678213,-0.764747584,0.815430608,1.226274329,2.153734988,-0.736141663,-0.964510994,2.952918246,-6.226033253,1
-4.088145788,1.448910272,-6.237967463,3.356606103,0.026541396,0.880312475,-0.341184485,-0.123553316,1.929898768,1.606730811,1.104461623,5.373436404,3
-2.048396811,-1.848340955,-5.075801696,-2.801641494,-0.743567736,-1.972530182,-0.026533789,1.667861949,2.736928857,-0.431822489,0.628175957,1.599789149,4
1.951538956,-2.193530698,-0.969417354,-4.120013953,1.142604735,0.990185069,0.198766448,-0.265481703,-0.645895345,2.031326177,0.107098223,-2.630406814,5
-1.659648653,-0.352628214,0.289700063,-1.277682499,-1.063074966,-0.208284066,-2.556884932,-2.545221318,0.421167964,-1.435765312,-1.184036451,0.310899164,1
-3.511302929,4.745524943,1.433377179,4.156685406,-0.271769687,1.152003347,0.383721793,-2.270694198,0.327009126,-0.508125245,-0.65364557,5.427892873,4
-0.347019823,0.510619009,-1.199151573,0.691442138,1.668434003,0.418489858,-0.974583908,2.716806321,1.370057699,0.935146699,-1.749514553,4.900276444,5
0.143125956,2.155922731,-1.828273597,4.615000471,0.55110323,-0.273473781,1.617189122,1.87096556,3.047711435,0.415896845,0.311544004,5.269402411,1
2.204435313,-0.605173913,2.418602013,-2.171463605,-0.80700046,-0.073836506,1.639530773,-2.083679678,-1.90005579,0.239390501,1.466675057,-5.540843318,2
-0.56115296,-0.382923532,-1.402799554,-0.539967316,-1.209436327,2.129737066,0.029752363,1.798360759,0.433984249,0.847678746,-1.136012288,2.522266091,0
-1.406731107,-1.329895316,-3.764706449,-0.11670825,-0.01685689,0.991974156,-1.162140131,0.293932459,0.40277594,-0.240207084,2.458044092,-2.057327339,3
-0.177173716,0.771992043,0.502192973,0.92610008,-1.27961777,0.032524885,0.358897633,-0.982335758,3.143343402,-1.148320373,-2.906566994,5.248572994,2
-1.837808874,0.163454372,-1.068807966,-2.897031112,0.739058892,-1.230994888,0.148266113,2.752426448,-0.740027312,2.370547732,-2.996072497,5.086697311,0
-1.741260349,2.518431761,-0.389189054,2.029492259,-1.45212751,0.90849018,-2.002255469,-1.281435623,-1.96999724,2.050150984,1.398322052,0.648899879,4
2.040434694,-3.481468696,-0.684230688,-0.251261736,-1.037827612,1.711760124,0.298344658,3.957444322,0.030133925,-1.628085878,0.524717969,-3.522276579,2
-0.370847934,-1.618562214,-0.355247776,-1.089179663,0.236742917,-1.212212758,-0.171340563,-0.223413725,-3.447346243,-0.463225069,3.720090586,-7.882498088,2
-0.077656888,0.154142727,0.351072099,0.68588067,-0.868583907,0.39522178,0.707156654,1.024897447,-0.666738932,1.086618787,-1.930073285,2.487494021,5
-3.389131685,2.824559625,1.599652301,2.149378117,0.842152548,0.42271385,-0.857213855,-0.410714039,-0.704302168,-1.462486372,-0.567517089,2.833752931,4
-3.867933175,1.682130899,-2.435027868,-2.061043847,0.680966455,1.139477485,0.588589458,-1.830883877,-3.517876436,2.707655843,3.366438202,-2.403290601,4
-1.200793878,-1.657662324,-2.109266649,-1.327348974,-0.714783732,1.571166747,0.251983443,-0.017072871,-0.43578317,-0.92323961,1.957482798,-3.374640112,3
-4.836699185,-0.469458044,-7.674520042,-2.844197452,1.825333022,0.261224459,1.036448491,0.521944663,1.787009035,3.094843176,-0.935562798,6.448967531,1
-0.419191212,-2.259076785,-0.423425046,2.837079121,-1.256951155,0.703619278,-0.238804536,2.329753937,-1.83611851,-0.469066328,-2.051205809,0.155062825,5
0.008517043,0.694870315,-2.172417661,1.253295128,-0.617184459,-1.186395647,1.26026522,2.35800037,1.524636187,0.684773044,1.207570827,1.982592765,5
-1.067525756,-0.863072249,-1.047234909,-1.636626019,0.898406624,0.630094835,0.15789779,-0.480149122,-0.825220532,-0.936994985,2.417438857,-3.965833645,2
-2.532121393,-1.052445656,-4.227679274,0.970614607,0.678944368,-1.088147911,0.552903409,-0.783380221,-1.372839462,2.346846854,-0.213945026,1.177411886,5
-0.046923855,-1.475595403,-1.831074492,-0.840488995,-1.760815109,0.86366249,-0.44890645,1.394068926,-0.078487918,0.296529155,0.486594738,-0.92283489,5
-1.072299054,-3.426535181,-5.222383552,-0.858814161,0.810123796,-0.389486302,-1.613800459,0.262618575,1.647586261,-0.447747507,0.648211386,-0.940842319,4
-1.185561524,-0.453063339,-4.763722053,-1.005129839,-1.253376782,0.241963567,0.111786346,-1.105748622,1.345436401,2.506541864,0.635122196,2.020007057,4
0.404785335,-1.655142358,-3.63386934,3.50744907,1.191262959,-0.133438579,-0.217894374,-0.490651854,1.048371791,0.671956408,0.523939082,0.13873971,4
0.230167634,-3.993748852,-0.156367181,2.721067736,-0.689073315,-1.630733345,1.075257246,-0.100176739,-3.382111677,-1.154140824,-0.748364506,-5.021292632,2
0.115410316,0.061547531,-1.379874387,-2.686788453,0.035487802,0.190535371,0.806640091,2.175267103,-0.466725931,1.426092583,2.040851721,-1.320140389,3
-2.803207037,-2.390917943,-6.112394995,-2.703715138,0.812050568,-2.578474341,-0.095539754,-2.58598494,0.53167749,0.235056562,3.248697197,-3.595707857,3
-2.000333951,-0.018455194,-3.330228506,1.45715009,0.513627683,0.302940314,-1.701474519,0.383532152,-0.173327966,1.973687656,-0.711557842,3.236964844,5
1.022960147,0.276758323,-5.200850311,2.345478894,0.045730576,1.663317664,-0.326694441,0.533643956,3.795734341,2.973226997,0.289886361,5.1183364,1
0.393345456,-2.710140958,-2.195990122,0.467579081,-1.385947927,0.228681288,0.578711516,1.967443896,-0.578679168,-0.334425931,0.873326306,-2.685543141,1
-2.274789753,2.899879608,0.486206454,1.427241443,1.050947952,1.728251988,0.95770149,-1.671860737,-1.786464286,1.775295747,-0.005095666,2.26460509,4
-1.204085125,3.4897054,1.142929297,1.387658465,-0.622739451,0.246612784,1.805121746,-1.20990949,-1.022167388,-0.401864566,4.352727991,-2.659839414,0
-2.492170173,-0.788561557,-10.65867459,3.153021588,0.959517042,0.305129534,-0.596243641,3.218923651,5.069834869,2.542451038,1.33043528,7.285373391,4
-5.083190275,-1.50925815,-1.980364149,-2.689936326,0.184683407,-1.012042901,0.37925407,0.727263044,-2.91080574,-1.226277814,0.321707707,-1.973522668,3
0.963923886,0.191181923,0.075309597,-0.811139077,0.409230648,0.340258677,-0.539502307,0.010157095,0.410173225,1.203708496,-0.652281843,1.159946503,2
-2.144566714,0.894713098,1.392556948,2.553847415,0.294969573,0.338002271,-1.914920174,-1.696755941,-2.440394345,0.030390691,-1.758486281,1.204052223,0
-2.331602797,0.060116462,-0.825797345,-1.767350332,0.498240424,1.27386956,0.018437944,0.563632319,-1.896090422,-0.284131976,2.004585938,-2.572001435,3
-0.453677522,0.737526658,8.733416562,-2.37811864,-0.023347594,-0.660838188,0.368003906,-3.582234164,-4.734802488,-3.692605566,-1.226170747,-6.159393817,4
-0.553217224,-0.759093655,1.474367357,-3.302477102,0.82084529,-1.505513794,0.953986057,0.209596684,2.690163014,-2.943463265,-2.860686304,2.578918456,1
3.762641439,-1.184539374,1.924776416,0.207522073,-0.756497796,-0.248054796,-0.038912208,-2.511903893,0.937181075,-1.840402757,2.375879691,-6.091386345,4
0.288153586,-2.782334698,-2.571282754,1.897069811,1.766510447,-0.144420825,0.175284023,0.777467512,-1.67765947,1.301044363,-0.377149425,-1.538651252,0
-2.553499496,-3.785691822,-7.650469898,-3.143269734,0.646912442,-1.587493825,-1.139932779,2.564514086,-2.220108483,4.098484537,0.737436208,-0.725230733,1
0.360996352,1.914778454,-0.664906325,-2.529976783,-0.557962796,-1.215072967,-0.758922545,1.479230116,2.007825352,1.241237983,1.089866326,2.431521633,0
-2.676680267,-2.344909898,-3.431347184,-1.767177998,0.936594744,0.178435485,0.875311997,-0.01129681,0.6231227,-1.019831101,-0.505877034,0.175072996,3
-0.881151191,-0.136050908,-0.068216863,2.036350961,0.360076396,0.895322181,-0.07614757,-4.02243359,-2.565029256,1.521417994,-0.620910132,-1.172734799,0
0.7673545,1.012339425,3.850860368,1.031138872,1.337003545,0.141407117,0.580469384,-0.535461156,-1.001419526,-0.947566986,-1.568625527,0.208711348,2
2.021625717,5.302072384,3.231131488,2.568758024,-0.259742648,-0.085433828,-1.742343749,0.497040358,0.492486268,2.200321088,1.203679367,3.292635923,0
-2.36483119,-3.674594344,-4.939813679,-0.393706005,2.565646607,-0.206688941,-1.181988684,2.045977677,0.968317871,0.134017934,-3.05968466,3.536549634,1
-2.694329835,1.188617422,-2.197169644,-0.829896328,-1.58778232,0.170340228,-0.659313217,1.441536361,0.83129685,1.555636667,-1.840092097,5.938258311,3
0.990350433,2.881165073,2.656842654,1.625542665,-0.10639219,-2.194413981,1.525678016,-1.154764653,0.264741643,-0.0562079,1.064329992,0.288432627,5
-0.868505833,-3.46274266,-1.839207448,-0.359341877,1.413161336,-0.289687549,0.641526543,-0.164077989,-2.336830234,-1.572308783,2.263297232,-6.869661377,5
-1.367396403,-1.666973034,-7.083200485,1.026728579,-1.03692545,0.015521771,-0.079510395,2.009058722,-0.209485883,3.539224347,1.877547075,0.811991762,1
-0.84913747,-0.933130272,-0.152304261,0.72270424,0.465106588,-0.308699064,-2.41553265,-0.223578184,-2.273750694,-0.507489449,1.291799492,-3.565588556,0
-0.110789356,0.210769209,1.956493533,-1.377063714,-0.163957618,-0.934482633,0.661350282,-0.50093005,-3.448206227,0.74517744,0.990305275,-3.744436471,0
-1.402351241,-1.298886575,-4.085555722,0.613593538,-0.367724399,0.725846193,-1.042008338,-0.42642737,0.296533777,0.019568922,2.664793393,-2.254883572,1
-0.492706017,-1.330149476,-2.612263401,-0.124636942,-0.762969354,-1.616356415,-0.171805851,0.420971693,-1.121418636,1.770282204,0.379937217,-0.657723932,2
0.646349295,-0.555351652,-0.670741899,-0.364667988,1.281930562,1.16579178,0.965617704,-1.260854511,-0.181770333,0.674261358,0.773889747,-1.613843907,4
-1.790535978,-0.576644527,1.658608598,-1.630755452,-0.090041922,0.51611274,-0.001883138,0.326580048,0.327490688,-1.836982296,-4.013168266,3.409246318,1
-2.489982916,0.708201445,-1.152849897,0.435307308,0.690040845,-0.314729477,-1.155342331,0.567945557,-1.887930838,0.794590771,0.728562489,0.192558444,4
0.23362641,-2.785637586,0.319162277,0.627147135,1.506564879,1.815704227,-0.572254299,1.928450343,-2.261197534,-0.900340484,-1.006871055,-2.681798791,5
2.636402859,-2.238851765,-0.293103476,1.440278602,0.084649857,-0.157031685,-0.849866891,-0.561749212,-1.095327829,-1.033401882,3.804577252,-7.918592724,1
-0.613132655,0.666787055,0.624225386,-0.667466046,1.230964181,0.118843061,-1.068953797,-1.129458604,0.288966859,-1.240806668,1.264644259,-1.444772168,1
3.970001471,-1.53871915,-0.972713175,2.405347624,-0.364224087,-0.535421454,-1.048792087,-1.124974774,2.950386867,-0.78929271,1.659018249,-2.477228902,4
-0.457843105,1.217746456,5.111231011,0.836934122,0.527193275,-1.111207285,-1.959023113,0.946805319,-1.642887317,-2.274561781,-2.499836083,0.918011301,0
-0.469473087,1.688773215,1.041177368,-2.832510211,0.453356439,-0.945203364,1.13667594,1.313513814,2.325222709,-0.432068504,-1.487001978,4.337981124,1
-2.383734348,-0.472238336,-8.202162325,-1.051835176,-0.775177028,-1.053275935,0.65044507,1.535491405,6.383464145,0.382638886,1.095308814,6.170773118,5
0.921605495,2.252676448,1.95339839,3.301722903,1.080507477,-0.700634266,1.175911852,-1.827145663,2.533947915,-0.256868309,-2.662563601,5.474210744,5
-0.380347352,0.150440432,0.935899846,-1.723909394,-1.076010523,0.821874229,0.557031851,-0.243694766,-0.430134824,-0.30080392,-0.245977674,-0.423694016,3
-0.685811954,0.015183802,-0.35728687,-0.845071013,0.965228986,-2.158332028,-1.957284975,-2.057880024,0.366310964,0.158319105,-0.602411575,0.604491507,3
0.348687805,1.302679639,0.454638019,3.19832303,-0.611833611,0.983309349,-1.062086263,-1.395709893,3.249601895,-0.115394445,-3.852278309,7.193223935,5
-0.156472738,-1.818722525,-6.574050243,2.999245092,-0.139732637,0.211978915,-0.743229108,-0.423206745,2.850389121,1.704514871,0.680503481,2.37035006,1
-0.581400766,-0.734028749,-0.989063544,1.005261981,-1.06516014,0.602774007,-0.952690913,-1.122567865,1.965887808,-0.429344064,-2.972825138,4.023850797,2
