X0,X1,X2,X3,X4,X5,X6,X7,Y
-1.574332802,0.380012914,1.529725757,-1.874752636,-0.080691577,-0.520421939,-0.178831925,0.697562545,1
1.562851251,2.251037287,-2.379618146,0.652989789,-2.207178879,-1.898980547,-0.218599111,-1.259239237,0
0.418800699,-1.088403375,-0.021714486,-1.011970705,0.973239117,-0.616333732,0.622046053,1.843899882,0
3.153261703,0.392891514,-0.714947871,1.281590533,-1.680140928,1.572665433,0.784053091,1.232565493,0
-0.134785508,-1.338218983,0.086977983,-1.691392945,1.474358059,-2.177622238,1.36923999,-0.097236316,0
-0.524972282,-3.346491554,2.515690378,-1.391375231,2.804700271,-0.566890335,3.184717112,1.041798452,0
2.562019028,0.220347048,-2.527403749,-1.914574646,-0.395952395,-1.786069919,-0.443891345,1.152534633,0
-1.492770204,0.820723785,2.485442313,-1.196910664,-0.940904111,0.778075645,0.04672104,0.434473443,0
0.227503483,-1.189123062,0.882080362,1.11632919,0.705672542,0.385629698,1.788332899,0.171915461,1
-1.29322787,2.157597313,3.777531961,-2.520903688,-2.767238865,0.217750316,0.941059089,-1.294489577,1
-0.979842529,-2.224807506,0.891420615,0.48945375,2.351600051,0.183985035,1.075239551,-0.93879311,1
-0.473983438,0.652848472,-1.012526961,-1.77061645,0.033065122,-1.253636798,-1.5545363,1.403251902,0
-1.434930068,2.09598064,-0.066706609,2.124970257,-1.580922371,-1.507811626,0.589867588,-0.557619497,0
-1.716600138,-3.478724176,0.515738912,1.266571215,4.02935168,-1.381280959,2.263044586,1.075170021,1
-0.821045391,-2.362972433,2.324387707,-0.009706022,1.960965406,2.891559872,0.248631322,1.475183611,1
0.648209004,-1.841821394,-0.867398633,0.589517444,1.839354436,0.815653761,-0.244609214,-1.769533455,1
0.381393094,1.425075346,1.402223376,1.232772399,-2.198397836,0.719606154,1.401940472,-0.450911126,0
-0.760060574,-0.367593724,-1.998212823,0.758100798,1.393105537,-0.279707721,-1.988275047,1.49117219,1
1.896078056,-5.58940015,2.249888544,-1.47444083,4.058183318,1.058175422,4.000376697,-1.450618592,1
0.469382387,0.577805161,-2.477091062,0.029358138,0.077653249,-1.129225291,-1.576671815,0.208265084,0
-0.862871211,-0.717517454,-0.229327802,1.778972473,1.084460975,-0.622464563,0.816962799,0.569835789,1
-0.305629817,-0.661970623,-0.684478468,1.16274261,0.98756961,0.732269409,-0.759355652,0.847482074,1
-0.238995062,-0.175959344,0.455347615,0.836709366,0.064505049,-0.431864065,1.188916993,-1.680533307,0
-0.272647963,-1.521323464,-0.345639138,0.105418329,1.770682112,-1.048380839,0.85659926,-0.512117456,1
0.638831545,1.608382693,1.133856635,-1.259506556,-2.251447038,-0.431377414,0.884497735,0.658443039,1
-0.582017069,0.910696983,0.406234578,-0.29809104,-0.787203095,-1.228921292,0.596799287,0.687070591,1
-0.787611318,2.737090767,-2.929082935,0.542154102,-1.4032354,-2.642172448,-2.151791125,-1.815533214,1
-2.217723283,-0.722418145,0.847840444,0.821972036,1.410571126,0.705917892,-0.642837169,-1.478102509,0
-0.621580303,2.978762802,-1.304059128,-2.888955412,-2.078760091,-2.416048599,-2.351316482,0.650291043,0
0.929437433,1.47795597,-2.64559622,-0.174040091,-0.965374526,-0.5055609,-2.347650357,0.05689212,0
-0.076766301,-3.858924373,3.294481239,-0.688197731,2.820956625,2.982722177,1.908273674,1.430767021,0
-3.007446587,-0.971370231,1.69451828,1.568798482,1.690287613,2.217681764,-1.102614756,0.415955111,0
0.632750785,2.275769763,0.20355879,1.291437903,-2.743531354,0.997715266,-0.20203991,0.448618207,0
-0.86312624,2.102084622,-1.59060598,2.849777556,-1.352962735,-1.532292864,-0.246558937,-2.135101483,0
0.971853264,0.617376225,-2.602063743,2.922158075,-0.363637084,-2.91505765,1.699332342,0.121206559,0
-0.74265712,-0.446816383,-0.864929711,1.117260155,1.035060081,0.013645009,-0.767316193,-0.171406063,0
1.100249096,1.117262265,1.601746636,-1.332058621,-2.126173017,0.407436567,1.149814699,-0.852268541,1
-0.744466888,0.230005894,3.49719504,-1.34987674,-1.042233657,1.367641478,1.319692357,1.113135486,1
-0.170038265,-1.227741153,1.637857144,0.430318643,0.710183305,1.046334191,1.407590086,-0.454644482,0
1.472957534,-1.117292114,-2.176946657,0.35056665,1.188074958,-1.472041417,0.507693533,0.398949032,1
1.082897902,-0.954416682,0.384112838,0.420442386,0.296215564,0.427247272,1.396222839,1.1297136,1
-1.071043767,-0.723532385,0.861865973,0.288433139,0.907159648,0.685679143,-0.043660242,1.032468794,0
-0.999364481,1.082250118,0.150308085,1.480707185,-0.788515488,-0.822983461,0.556824361,-0.936514734,0
0.804726071,-0.285653943,0.613812744,1.176425657,-0.372917225,1.417184061,0.789724569,2.128255221,0
-2.299685833,-0.224449119,5.144448325,-1.779176263,-0.401458383,3.503711321,0.078756039,0.149330735,1
-1.025156301,1.345928326,2.584229298,-3.14365125,-1.590380107,1.202818295,-1.066039904,-0.282880175,1
-0.059427829,0.297930378,-2.089865107,2.486093622,0.303618008,-1.038721101,-0.221462857,0.196782647,0
0.092988978,3.365480569,-2.72334469,0.932198425,-2.549520188,-2.681849433,-1.235981667,-0.581074829,1
1.692004032,-2.739476452,-3.680047162,0.999012721,3.207603447,-2.990456872,1.183595116,-0.650006353,1
-2.680478686,0.805153575,-0.164311362,1.304802242,0.419754877,1.027617433,-2.603291341,0.203730311,1
0.842983507,-1.561873427,0.785368317,-2.396148589,1.060653417,-0.069020289,0.771945459,-0.489704046,0
-1.17893295,-0.835537316,1.217072085,0.727754276,0.913229684,0.705077332,0.51880314,-1.509586119,0
-2.44027829,0.078450609,0.913445338,2.014775555,0.58059772,-1.404960053,1.424751523,0.467116197,1
-0.160294548,1.130825433,-0.204301366,1.764614165,-1.113782372,-0.191105662,0.393036199,-0.868725325,1
1.301858963,-0.831624573,-1.499034543,1.070563043,0.711723188,1.011076451,-0.686869839,1.924852256,0
2.032960885,1.9549473,-1.70730603,-2.959763351,-2.142228155,-3.314736215,0.232226072,-0.413720635,0
-0.281053936,-0.926940675,-1.214283009,1.150223149,1.449682871,2.11593544,-2.411020714,-0.207143796,1
1.039311854,3.435016148,-3.624284948,1.345267597,-2.763891387,-2.674783113,-1.326995037,0.329563087,1
1.829041999,-0.413912505,-0.283172009,0.57771684,-0.366870438,0.501903315,1.065626775,-1.726801249,0
-1.187269451,0.644540433,-0.101839618,0.934249219,-0.129562276,-0.662242312,-0.143422534,-0.011143957,0
-0.503099705,2.588225081,-5.395091227,1.401983705,-0.560462893,-3.315080103,-3.560639033,2.360003713,1
-0.350640004,2.001290691,0.102498607,-0.366602139,-1.883843872,-1.36777923,0.163212485,0.976269827,1
1.341679329,-1.495987721,-1.089086469,2.757989138,1.103442702,1.041966181,0.880171832,-0.743945404,1
-2.280884424,2.687183001,0.930865502,1.660002075,-2.104161584,-0.733279751,-0.042182626,0.536019561,0
-2.127294062,0.833984799,0.024749743,1.762112132,0.016121591,-0.705954871,-0.285678384,0.00993729,0
-0.804739864,-1.899736509,2.103857263,0.495210301,1.515891332,1.376416266,1.419728451,0.666427434,0
-0.473445556,-0.500180504,-0.0429967,-0.120190924,0.736129651,-1.333370619,0.827577848,0.572825178,1
-1.473311638,-1.424918923,1.760992506,0.353330539,1.491669386,2.381034231,-0.530554281,-0.381474959,1
-3.0877564,0.148578358,1.970136252,-2.883202694,0.773234639,0.005968079,-1.728063103,1.600252842,1
1.163153768,-1.848969739,-0.090711716,-0.649425205,1.396077302,-0.475722048,1.420306546,-0.853403423,0
-0.484526825,-0.414988107,0.476447479,-0.027091453,0.4794807,0.429906924,-0.081923718,-1.323527578,0
-0.820577795,-0.248230055,0.274122447,0.998661379,0.464824446,-0.289103637,0.548357475,0.920687609,0
1.414464121,-0.827549643,2.727127077,0.741494251,-0.83131466,2.607216814,2.490109342,0.87524527,0
-0.741184855,-0.519355761,1.916317622,0.041674815,0.17818596,0.191801332,1.573584718,0.474452757,1
-1.210465971,1.220679438,-1.29438163,-0.056982939,-0.197258226,-9.60E-06,-2.739923495,-0.317481306,0
0.138390989,1.697333905,-3.432262453,1.308081044,-0.62807625,0.018617197,-3.5188197,-0.490457008,0
-2.715331557,-0.506406489,1.593917108,0.780616229,1.13766948,-1.323479017,1.427485879,-0.538657678,1
0.175207446,-2.206965433,1.702219665,-0.264878159,1.558958704,0.801862664,1.888145671,-0.619557115,0
-2.266512274,-1.633548338,0.677486994,0.827235643,2.391123293,-1.616184238,1.397064989,-0.491713364,1
0.263805571,1.79684656,-3.023441805,2.088501302,-1.015190537,-2.77745782,-0.230548355,-1.437507454,1
2.028207417,0.813246647,-3.222054516,2.990684138,-0.802978754,0.27486174,-0.91920219,0.642010463,1
-1.212548411,-1.148112407,1.330863852,-1.502484027,1.31613393,-2.938897352,2.612086932,-0.140919546,0
2.450781791,-0.295157152,0.593140258,1.489095001,-1.146131923,1.290919334,2.265100168,0.961807308,0
1.637187161,2.189071694,-2.096242755,-0.453773732,-2.18738256,0.071604091,-2.090082574,0.71899079,0
-0.498905139,1.237719225,0.214383922,-0.438067243,-1.075226479,-0.987997857,0.064182617,-0.343382702,1
0.708709103,0.482458658,-4.526314957,0.491741272,0.779752489,-0.220340491,-4.130357265,0.496375057,0
-0.338173239,-0.548562996,0.786970625,1.117927309,0.352005119,-0.096407233,1.465107902,-1.278826334,0
-2.500938986,-0.070514323,5.008734933,-1.59974559,-0.430922963,3.026140198,0.230607786,0.120779104,1
-0.766057118,-0.829391593,1.10250386,0.893148426,0.734938975,-0.251607064,1.595126726,0.756919287,1
0.701438599,1.108660304,-1.321225245,-0.66620596,-0.926043932,-0.035135143,-1.609370265,-0.916213392,0
0.411667515,2.041390425,-4.714889465,1.547778441,-0.67920044,-2.231766421,-2.79907959,-0.168423939,0
-1.563989222,2.73791859,4.083212276,-2.110022334,-3.36720638,-0.018932358,1.305112168,0.168679836,1
-0.312230017,-0.617294799,1.337568645,-2.033554434,0.419929835,-0.291620845,0.593280861,-0.465567935,0
-0.593003566,2.204865909,-7.449738984,2.579740297,0.521509912,-4.246549223,-4.333302322,-0.238672271,1
-2.132876874,2.97150868,0.505319668,1.029945365,-2.274024589,-1.661259238,-0.041090393,0.115062857,1
-2.202265004,-1.566863733,3.701736622,-0.955576958,1.335217659,-0.338499294,2.698078458,-1.542714981,1
-1.059779822,-0.471378623,0.05297677,0.821038442,0.892980424,-0.339012843,0.149067775,0.898214898,1
1.952748239,0.266622151,-1.926161512,-1.658371986,-0.39273071,-1.81107682,-0.095981036,-1.084407031,0
1.116563195,0.778632429,-4.611457138,2.04101406,0.191695008,-2.740789213,-1.059488939,0.266364468,1
1.150333795,-0.558937604,-1.450445501,0.438981172,0.512462647,-0.901615386,0.445964268,-1.387723172,0
1.740656256,-0.023978281,-4.542623083,-0.195710629,0.860973189,-0.290808529,-3.524981346,-0.098174185,0
-0.441648389,0.716569191,-0.534281609,3.572475501,-0.549054761,1.507874178,-0.514723081,-0.172716084,1
-0.561509599,0.527580248,0.873604797,0.143754585,-0.58864298,0.689329039,-0.139223995,-0.653084863,1
-0.348820197,-1.766931343,-1.295923403,0.630386963,2.378744436,0.614880627,-1.285619128,-0.67861144,0
-0.555469091,-3.577766848,1.089413629,1.610819478,3.401465962,2.953889766,0.30145488,1.253490054,1
2.272012425,1.400405098,-1.191401875,2.056610327,-2.182253996,0.021846475,1.006836397,0.418941896,0
2.261189735,1.120740938,-1.661397193,-0.605325249,-1.553954442,-0.685105885,-0.245699937,0.49084319,0
0.466436657,0.823966701,0.123420055,0.011158397,-1.101443892,-0.629635426,0.751870977,0.323289481,1
0.739037264,1.993469802,-2.84183116,2.545982671,-1.538339304,-3.434619655,1.056424923,-1.953634383,0
-4.319469523,-1.38329078,6.073409815,-2.791178574,1.397103161,-1.131381974,3.351898333,0.123603767,0
-0.408181147,0.25759891,-0.418372543,1.597730088,-0.038538566,-1.252177519,1.06693285,0.701602547,1
