,0
443,-0.09545756276652834
444,-0.8333799645296414
445,0.20039202650972288
446,0.7942621475920667
447,0.41848047648209363
448,0.27172535610922527
449,0.1501607903953071
450,-0.10441458307293269
451,-0.42834768661427697
452,-0.8477688190598395
453,-1.2246047360607635
454,-0.9920373789454677
455,-0.41923105848142456
456,0.19588113313927716
457,0.4758779008331398
458,0.6365982097540199
459,0.40602841817953256
460,0.7465209815079118
461,-0.019408032010838183
462,-0.19151543609870075
463,-0.1986095965317919
464,-0.461919699306726
465,0.14457187472785576
466,0.48651564511658874
467,0.5253300563042202
468,-0.038908555708046966
469,-0.1570222800264791
470,-0.05698253597830393
471,-0.21900659051985394
472,0.20029628887443393
473,0.03214923672730302
474,-0.2436664325757371
475,-0.4106547035980699
476,-0.3700027212183951
477,0.8173336928801873
478,0.5660864581297631
479,0.13468175302625318
480,-0.24425251871814269
481,-0.9493479803347551
482,-0.7653558886358597
483,-0.20610639103513892
484,0.6354424518551497
485,1.3544044243981506
486,0.95122792994847
487,0.600734494048343
488,0.671722089200661
489,0.11317076801937298
490,-0.299049961049943
491,-0.45795675679417897
492,-0.13898667438112203
493,-0.2824601123144874
494,-0.4639602927517289
495,-0.39486870637078164
496,0.3286684939479811
497,0.3742297118793732
498,0.6142989500642194
499,0.9160879455832166
500,0.2850965846293133
501,-0.279539886220287
502,0.2647032085874278
503,0.05966893468045137
504,0.1240979896475734
505,0.5568674529284992
506,0.5545252129630083
507,0.08267013359102587
508,0.05122426455467685
509,1.2478086880106396
